source,split,image_id,image_path,md5,n_boxes,classes,has_ligature,has_weapon,is_empty_label,is_duplicate,duplicate_of,error_flag,notes
yolo_v2,train,000000000987,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000000987.jpg,77c84c47641e70cf6c4c2be95fdb4417,10,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000001036,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000001036.jpg,8bbd211d51fb1c9476bde703294c841d,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000001145,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000001145.jpg,c1b5e69ed3592a3aed9c0d87a67154e0,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000001180,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000001180.jpg,ca5d01cc99a90846ed8c476f52177bca,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000001424,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000001424.jpg,576eec0daa70a906a927a4f0705245ef,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000001573,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000001573.jpg,9997b70d42e2b64269d3b398cef158cb,3,weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000001888,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000001888.jpg,ce8068e6ea951ef253b175f69631abe4,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002411,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002411.jpg,047fbb0afa1cd1bb418d301d05d491be,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002429,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002429.jpg,87e5ba32781a91a6a4f32534473e2a22,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002466,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002466.jpg,c756312ccc217fdb6149ef2dfbc5fdf0,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002585,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002585.jpg,363e088ce9d77d882c64af3197f87d33,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002697,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002697.jpg,ce396b36b342492564d8fd8052f3e102,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002843,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002843.jpg,ad7de658e8b73bfd9716735dc9d9ed3f,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000002989,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000002989.jpg,00ef411697d4679099159a9db2de1716,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000003192,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000003192.jpg,8fc5594195b32fc72e2efa14d3a9501a,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000003236,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000003236.jpg,4329b07130a9e7d77168ec01cae5d03c,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000003511,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000003511.jpg,3a7c9aa6e4b930cf1ab4d0c1b218057a,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000003911,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000003911.jpg,a92cae2960418e4ab916d13f56d535da,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000003915,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000003915.jpg,04d37bd46e4bcdb82c5ac078457185c9,5,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000004065,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000004065.jpg,f2ece200f498fac9a41e71e86bed9243,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000004256,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000004256.jpg,8a66977559db3a844a98c09f0c02d083,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000004259,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000004259.jpg,5a140fbc85da33e4363ef614ea34c4b0,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000004578,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000004578.jpg,2db52cdfcb1a78af1f8217a2f24303a8,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000004642,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000004642.jpg,7406f418242a7ea1d2d953cdf8a30a38,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000005383,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000005383.jpg,34ebd17e273b03ce02913d9bc6190e17,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000005472,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000005472.jpg,ba6e32f92047e2c5d89916b37ddd76bd,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000005724,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000005724.jpg,a7bc0f0f6b8988bc992c7da1e607d916,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000005802,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000005802.jpg,dc0de0926401a4fe66c026db9e6a8641,4,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000005961,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000005961.jpg,b949a60ac89b7d9d4fa9fac6c4d93655,6,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006151,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006151.jpg,61ae38ee22aa404ae9e4e9090db6b726,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006189,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006189.jpg,1a27e3b3c80f77418f17294b6f4879f0,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006220,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006220.jpg,8b9499575ce55452be94f09cd3eedfaa,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006415,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006415.jpg,bc99a81cf8f5c3fc7a2b85662813cab4,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006512,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006512.jpg,8eb460f3015b6141bacfa22f37a02e89,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006595,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006595.jpg,39136954c0ad09002cfe96a474399ac0,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006640,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006640.jpg,074217eb111facc215646cd21ba44ac7,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006658,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006658.jpg,be730a054d72350a5c4bd5038289180c,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000006672,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000006672.jpg,5ae65b442513fd59c4747d07f3a8a951,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000007220,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000007220.jpg,e9685c79a07543b37addfcc061bb8971,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000007274,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000007274.jpg,13298e19252dcb2f65314c84bfcde220,3,weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000007420,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000007420.jpg,cb3696d3f7854673607bcced7737a081,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000007746,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000007746.jpg,1c138054a2e2e051b169b7e283571e37,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000007944,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000007944.jpg,8a5eead7d6c6261436ab3568151c0056,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000007946,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000007946.jpg,083f865ec558806575630f5a146bac3a,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000008043,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000008043.jpg,880f73ada3529d63b917afb4c2a11b0f,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000008292,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000008292.jpg,904f1522b4270dcf38d89242c43ae8da,5,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000008321,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000008321.jpg,0d9c115a40d685798e51faacdf0a6475,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009012,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009012.jpg,73f936da69cbb207f4ffc5bd9c6c83b9,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009050,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009050.jpg,ff30cc00657bcf91a8be435188e39cbc,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009095,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009095.jpg,d1cd9f5c274f8e2ff33f1526032ac2c7,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009620,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009620.jpg,048fcc32db3d00fe0d5c3819e277e6bd,5,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009789,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009789.jpg,a91bdd5f9d57c1aac42a41907654273f,6,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009878,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009878.jpg,cfe410b981ac51ae9b6ac5dbc6f3ec0d,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009919,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009919.jpg,14e10bc8e8343e1eccf114f6278f7248,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000009983,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000009983.jpg,08cdc4ea074e634f9d850c4f314028b7,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010138,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010138.jpg,5f12d758d5d5b6cc1cee2a84b4cc186e,4,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010149,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010149.jpg,543f0dbe624cf8ba33cae8c86e9d86e9,5,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010175,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010175.jpg,19427586aed13f863efc64e2b31e7936,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010614,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010614.jpg,3759e7c901b8006c0d4091a06bba53d0,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010727,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010727.jpg,9a7a7c7226f7ad1551afaf0423a68316,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010728,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010728.jpg,7118d8c309d0287f23f51f1591a2094f,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010881,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010881.jpg,3f0614c0a044b82eae5e7b2c1c8a17ec,3,weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000010909,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000010909.jpg,22d6654fe1ee9545b4510717236fd73f,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000011010,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000011010.jpg,b938674008eb784854bea4d4fb6e61f0,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000011198,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000011198.jpg,3ef19e48980c18847fbcaed785cbe7f0,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000011241,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000011241.jpg,6a3b379b8015eb002f44f987d5f5e8fa,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000011360,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000011360.jpg,c2ace5ae95858fccfe6977c943536d71,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012044,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012044.jpg,51d46fcc90f6ba01347b632fcb82f3ff,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012073,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012073.jpg,b84b297d1e1edd373a542230e864a5a0,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012281,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012281.jpg,511546db6e154461721ebba4e353e319,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012326,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012326.jpg,f3ad9d25b572f8154faf63e36f4b7e42,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012428,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012428.jpg,bf5ddb89c1f1d4968abf03042fd0bb45,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012735,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012735.jpg,39fcffedb155840a50d12e4956951617,3,weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000012991,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000012991.jpg,083393bb2f791280865cfb63ef773d6d,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013045,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013045.jpg,f52729b4efaf5cfe862419b80f55901b,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013076,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013076.jpg,3871cb8f6199575524ed41c13e3c69fe,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013145,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013145.jpg,b0bf7ac35a0a619ee35f99ee3a444c79,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013283,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013283.jpg,7b0b2e1ae0dd2fca19a088db6c4e607d,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013490,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013490.jpg,50d834170249c0ffb943a997d06ffd87,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013731,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013731.jpg,f43f5f427ed1f1a3989422240aab6f59,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000013969,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000013969.jpg,168d82e07cb6589853156185bd4f0826,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000014036,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000014036.jpg,1856485bce6ea9b281545e7a28307230,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000014635,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000014635.jpg,7ae391bdb0b4cfc06251770998bc820b,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000014676,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000014676.jpg,5a53a1a6363b1c9217c683d435009413,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000014748,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000014748.jpg,134203d9946b5518acb2d684cbf0452c,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000014812,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000014812.jpg,bb900898a72ca1fb4f45c0cab55c69b9,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000015156,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000015156.jpg,088b9dcb09250f9a29aec639becdea8f,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000015219,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000015219.jpg,62d6832f1db9c3090d3fe5021ba6e4b1,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000015266,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000015266.jpg,b75559d1fb1386db6c15e75efa817272,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000015850,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000015850.jpg,8033fbd20d084d160278c838405c612e,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000015883,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000015883.jpg,023e08d57c3aa54c80ba5a758a866f7f,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000015944,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000015944.jpg,1fe553693104198821018e0045bdafb3,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016015,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016015.jpg,65be2fa8086cae70573e8061cb6a9fd4,3,weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016173,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016173.jpg,1a031856a948cbd9276ec34b12ecd854,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016188,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016188.jpg,6b87bdf6078493121fcabb8e9da26521,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016334,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016334.jpg,547527944ca66b3988af200b03635d2b,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016590,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016590.jpg,b38d0b566a8919d11747efe943474d77,3,weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016741,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016741.jpg,815a042ed9935d502bc3576455ffcfcd,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016823,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016823.jpg,6dfe5a8564acc1a574dcda449555f1cc,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000016963,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000016963.jpg,623cbfd6084830f5a228e9ec2893aee9,4,weapon_bladed;weapon_bladed;weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000017312,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000017312.jpg,cae2d1e62bd2810670256c153c6f1193,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000017409,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000017409.jpg,5971b44a5c390aaddecf2a3065590729,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000018244,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000018244.jpg,b3c26a20811028564bb3721b808d3647,2,weapon_bladed;weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000018377,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000018377.jpg,cdc81946faa6826f8385a1afe544080d,1,weapon_bladed,False,True,False,False,,,
yolo_v2,train,000000018401,C:\Users\Per\Downloads\smurf_social-main\DA_DL_KPDL\datasets\yolo_v2\train\images\000000018401.jpg,d7e4d5ecf057620eb90fcc47fbea8db6,1,weapon_bladed,False,True,False,False,,,
