feature_path,video_path,violence,self_harm,nsfw
Qtcwz_K2Gvo_1_eda64f31.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/Qtcwz_K2Gvo_1.avi,1.0,0.0,0.0
SJRnWfHAx_E_2_b08846bf.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/SJRnWfHAx_E_2.avi,1.0,0.0,0.0
6Rl7q_kXYbg_1_fe1676a4.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/6Rl7q_kXYbg_1.avi,1.0,0.0,0.0
mwuiYEBdkJs_1_fa01a27d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/mwuiYEBdkJs_1.avi,1.0,0.0,0.0
OvDMIkTb4XU_4_76192794.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/OvDMIkTb4XU_4.avi,1.0,0.0,0.0
MxkTo5F-nvU_4_7a0c923d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/MxkTo5F-nvU_4.avi,1.0,0.0,0.0
39BFeYnbu-I_1_ff65c7fe.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/39BFeYnbu-I_1.avi,1.0,0.0,0.0
nuf-d5GugL0_3_9a42e3d7.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/nuf-d5GugL0_3.avi,1.0,0.0,0.0
v4dhdnsxiX4_3_37f95baa.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/v4dhdnsxiX4_3.avi,1.0,0.0,0.0
48J5lk4QcpE_3_78e4eeca.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/48J5lk4QcpE_3.avi,1.0,0.0,0.0
I-QiUMPTWNE_1_e088c9d2.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/I-QiUMPTWNE_1.avi,1.0,0.0,0.0
TYRFDVD_1106_734497aa.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/TYRFDVD_1106.avi,1.0,0.0,0.0
YDOJvzChqSg_1_74369fd4.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/YDOJvzChqSg_1.avi,1.0,0.0,0.0
48J5lk4QcpE_1_934ad39c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/48J5lk4QcpE_1.avi,1.0,0.0,0.0
mwuiYEBdkJs_4_84e2678c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/mwuiYEBdkJs_4.avi,1.0,0.0,0.0
6Rl7q_kXYbg_4_962ced85.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/6Rl7q_kXYbg_4.avi,1.0,0.0,0.0
Xcd0v-KhKL4_0_ed9b13a7.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/Xcd0v-KhKL4_0.avi,1.0,0.0,0.0
I-QiUMPTWNE_6_a337471e.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/I-QiUMPTWNE_6.avi,1.0,0.0,0.0
OvDMIkTb4XU_0_5febaea9.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/OvDMIkTb4XU_0.avi,1.0,0.0,0.0
FXC43fACfPc_2_1d84b44c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/FXC43fACfPc_2.avi,1.0,0.0,0.0
83d-16REC40_1_57127304.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/83d-16REC40_1.avi,1.0,0.0,0.0
I-QiUMPTWNE_2_83ac53f4.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/I-QiUMPTWNE_2.avi,1.0,0.0,0.0
zOqs7Oh9oDM_3_b4ef244e.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/zOqs7Oh9oDM_3.avi,1.0,0.0,0.0
0Ow4cotKOuw_0_2923cb5c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/0Ow4cotKOuw_0.avi,1.0,0.0,0.0
MxkTo5F-nvU_0_8c6c74d8.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/MxkTo5F-nvU_0.avi,1.0,0.0,0.0
Ry5c1PbcIa0_0_12a3ea8f.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/Ry5c1PbcIa0_0.avi,1.0,0.0,0.0
mwuiYEBdkJs_2_6ec4e981.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/mwuiYEBdkJs_2.avi,1.0,0.0,0.0
mwuiYEBdkJs_0_87fa91c1.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/mwuiYEBdkJs_0.avi,1.0,0.0,0.0
y_vX9FtjLaQ_1_abb51918.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/y_vX9FtjLaQ_1.avi,1.0,0.0,0.0
6Rl7q_kXYbg_0_4d332c4d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/6Rl7q_kXYbg_0.avi,1.0,0.0,0.0
A7FCl8G35Cs_1_1fd50907.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/A7FCl8G35Cs_1.avi,1.0,0.0,0.0
1MVS2QPWbHc_5_8e13af9c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/1MVS2QPWbHc_5.avi,1.0,0.0,0.0
nuf-d5GugL0_2_1bbeb21f.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/nuf-d5GugL0_2.avi,1.0,0.0,0.0
39BFeYnbu-I_0_4625d687.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/39BFeYnbu-I_0.avi,1.0,0.0,0.0
g-qjkePEXQA_1_d1f40dcc.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/g-qjkePEXQA_1.avi,1.0,0.0,0.0
v4dhdnsxiX4_2_ab2acb54.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/v4dhdnsxiX4_2.avi,1.0,0.0,0.0
etyiEs3j8x8_3_e228bfbc.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/etyiEs3j8x8_3.avi,1.0,0.0,0.0
xDjgfhGt-YA_0_5acf3973.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/xDjgfhGt-YA_0.avi,1.0,0.0,0.0
7gLKFV5voOg_1_1584f582.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/7gLKFV5voOg_1.avi,1.0,0.0,0.0
Qj3oZsaqNGE_1_ff1f4efb.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/Qj3oZsaqNGE_1.avi,1.0,0.0,0.0
nuf-d5GugL0_9_83137df6.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/nuf-d5GugL0_9.avi,1.0,0.0,0.0
g-qjkePEXQA_0_0b898aa9.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/g-qjkePEXQA_0.avi,1.0,0.0,0.0
1MVS2QPWbHc_4_64f0f090.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/1MVS2QPWbHc_4.avi,1.0,0.0,0.0
mwuiYEBdkJs_5_5a80b630.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/mwuiYEBdkJs_5.avi,1.0,0.0,0.0
RETYTDF_524_2f87bbda.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/RETYTDF_524.avi,1.0,0.0,0.0
I-QiUMPTWNE_4_1d59945b.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/I-QiUMPTWNE_4.avi,1.0,0.0,0.0
0Ow4cotKOuw_4_fb19e3c1.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/0Ow4cotKOuw_4.avi,1.0,0.0,0.0
g6jdqkcdgqk_2_279d9fdf.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/g6jdqkcdgqk_2.avi,1.0,0.0,0.0
trtrhrt_1053_3088fe8d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/trtrhrt_1053.avi,1.0,0.0,0.0
trtrhrt_1048_bd6873e8.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/trtrhrt_1048.avi,1.0,0.0,0.0
TYRFDVD_1104_8525ca31.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/TYRFDVD_1104.avi,1.0,0.0,0.0
nVdn1krnTCQ_0_03ac2380.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/nVdn1krnTCQ_0.avi,1.0,0.0,0.0
etyiEs3j8x8_8_d059dcb2.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/etyiEs3j8x8_8.avi,1.0,0.0,0.0
48J5lk4QcpE_2_e0f5e55e.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/48J5lk4QcpE_2.avi,1.0,0.0,0.0
39BFeYnbu-I_2_d4f0bf2a.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/39BFeYnbu-I_2.avi,1.0,0.0,0.0
JECBfnp2ZXc_5_ea7ec7d0.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/JECBfnp2ZXc_5.avi,1.0,0.0,0.0
39BFeYnbu-I_4_d3c49d84.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/39BFeYnbu-I_4.avi,1.0,0.0,0.0
TYRFDVD_1105_7c1ea9b6.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/TYRFDVD_1105.avi,1.0,0.0,0.0
g6jdqkcdgqk_5_bcbeb84a.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/g6jdqkcdgqk_5.avi,1.0,0.0,0.0
MxkTo5F-nvU_2_de998537.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/MxkTo5F-nvU_2.avi,1.0,0.0,0.0
v4dhdnsxiX4_1_519bce30.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/v4dhdnsxiX4_1.avi,1.0,0.0,0.0
Wq0BuA8GM84_0_8a976e7d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/Wq0BuA8GM84_0.avi,1.0,0.0,0.0
nuf-d5GugL0_7_e33d8fd5.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/nuf-d5GugL0_7.avi,1.0,0.0,0.0
zOqs7Oh9oDM_1_8efdd882.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/zOqs7Oh9oDM_1.avi,1.0,0.0,0.0
SJRnWfHAx_E_4_90a57bd1.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/SJRnWfHAx_E_4.avi,1.0,0.0,0.0
JECBfnp2ZXc_6_7e9ef464.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/JECBfnp2ZXc_6.avi,1.0,0.0,0.0
SDFDSSDF_972_04d7d7d4.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/SDFDSSDF_972.avi,1.0,0.0,0.0
SDFDSSDF_978_0233ad16.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/SDFDSSDF_978.avi,1.0,0.0,0.0
y_vX9FtjLaQ_4_c5d5bc9e.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/y_vX9FtjLaQ_4.avi,1.0,0.0,0.0
qaAclucigpY_2_b501cfc2.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/qaAclucigpY_2.avi,1.0,0.0,0.0
FXC43fACfPc_0_7c55de25.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/FXC43fACfPc_0.avi,1.0,0.0,0.0
RTHTRS_699_8ba74b9b.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/RTHTRS_699.avi,1.0,0.0,0.0
I-QiUMPTWNE_0_028fd51b.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/I-QiUMPTWNE_0.avi,1.0,0.0,0.0
JECBfnp2ZXc_3_73b54ed6.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/JECBfnp2ZXc_3.avi,1.0,0.0,0.0
qaAclucigpY_0_0e85afda.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/qaAclucigpY_0.avi,1.0,0.0,0.0
etyiEs3j8x8_5_a344b25d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/etyiEs3j8x8_5.avi,1.0,0.0,0.0
RIXaF_TkLlU_2_69e3c89d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/RIXaF_TkLlU_2.avi,1.0,0.0,0.0
MxkTo5F-nvU_3_538eb363.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/MxkTo5F-nvU_3.avi,1.0,0.0,0.0
etyiEs3j8x8_2_f00c9d7a.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/etyiEs3j8x8_2.avi,1.0,0.0,0.0
1MVS2QPWbHc_2_2ae41e04.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/1MVS2QPWbHc_2.avi,1.0,0.0,0.0
tf_X7GtOGyE_3_04ec5732.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/tf_X7GtOGyE_3.avi,1.0,0.0,0.0
qaAclucigpY_3_580cde59.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/qaAclucigpY_3.avi,1.0,0.0,0.0
g6jdqkcdgqk_4_f7d3fa7c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/g6jdqkcdgqk_4.avi,1.0,0.0,0.0
JECBfnp2ZXc_4_468820a5.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/JECBfnp2ZXc_4.avi,1.0,0.0,0.0
TYRFDVD_1113_2095b953.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/TYRFDVD_1113.avi,1.0,0.0,0.0
RTHTRS_706_749c3767.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/RTHTRS_706.avi,1.0,0.0,0.0
XM0NI7ZmwWM_1_8345f11a.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/XM0NI7ZmwWM_1.avi,1.0,0.0,0.0
tf_X7GtOGyE_1_6569928e.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/tf_X7GtOGyE_1.avi,1.0,0.0,0.0
1Kbw1bUw_1_4a0df9c7.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/1Kbw1bUw_1.avi,1.0,0.0,0.0
YDOJvzChqSg_4_51a7af82.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/YDOJvzChqSg_4.avi,1.0,0.0,0.0
A7FCl8G35Cs_0_8b05a811.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/A7FCl8G35Cs_0.avi,1.0,0.0,0.0
nuf-d5GugL0_1_142b3d7d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/nuf-d5GugL0_1.avi,1.0,0.0,0.0
fbtEhNq5a6E_0_a0c35693.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/fbtEhNq5a6E_0.avi,1.0,0.0,0.0
OvDMIkTb4XU_2_e4c0d8cb.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/OvDMIkTb4XU_2.avi,1.0,0.0,0.0
RTHTRS_719_053ab8ab.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/Fight/RTHTRS_719.avi,1.0,0.0,0.0
JECBfnp2ZXc_2_46f5893d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/JECBfnp2ZXc_2.avi,0.0,0.0,0.0
I9OYGpUd_0_c6ecd634.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/I9OYGpUd_0.avi,0.0,0.0,0.0
K4qpMWJS_0_1a33134d.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/K4qpMWJS_0.avi,0.0,0.0,0.0
PaTrwJbs_0_ce45c07c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/PaTrwJbs_0.avi,0.0,0.0,0.0
1W8hsVvyKt4_3_283d9776.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/1W8hsVvyKt4_3.avi,0.0,0.0,0.0
PL8idmS7_0_92414c8f.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/PL8idmS7_0.avi,0.0,0.0,0.0
twBrsDhF_0_6a39109a.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/twBrsDhF_0.avi,0.0,0.0,0.0
Assault006_x264_1_c1fb0fff.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/Assault006_x264_1.avi,0.0,0.0,0.0
Fwhi4UNI_0_b8b682aa.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/Fwhi4UNI_0.avi,0.0,0.0,0.0
wMcODEtzJIA_1_8e4a4025.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/wMcODEtzJIA_1.avi,0.0,0.0,0.0
tivF4CAg_0_76803ae9.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/tivF4CAg_0.avi,0.0,0.0,0.0
vKUjLaXO_0_d4988faa.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/vKUjLaXO_0.avi,0.0,0.0,0.0
fGyFpyjd_0_78fb56c3.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/fGyFpyjd_0.avi,0.0,0.0,0.0
zOqs7Oh9oDM_0_5a90382c.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/zOqs7Oh9oDM_0.avi,0.0,0.0,0.0
bW2vHhYbzHM_0_bca9eba4.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/bW2vHhYbzHM_0.avi,0.0,0.0,0.0
qyRJeYN5_0_581d1856.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/qyRJeYN5_0.avi,0.0,0.0,0.0
SJRnWfHAx_E_1_1ed32d37.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/SJRnWfHAx_E_1.avi,0.0,0.0,0.0
SJRnWfHAx_E_0_b6fd7c7b.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/SJRnWfHAx_E_0.avi,0.0,0.0,0.0
9kly-mpQczg_1_4ede6391.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/9kly-mpQczg_1.avi,0.0,0.0,0.0
tf_X7GtOGyE_2_95f2d8be.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/tf_X7GtOGyE_2.avi,0.0,0.0,0.0
JECBfnp2ZXc_0_b0f05bfa.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/JECBfnp2ZXc_0.avi,0.0,0.0,0.0
wyLoweAn_9Q_0_c268c704.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/wyLoweAn_9Q_0.avi,0.0,0.0,0.0
QRJFLxqK_0_0e33140e.npy,/kaggle/input/datasets/vulamnguyen/rwf2000/RWF-2000/val/NonFight/QRJFLxqK_0.avi,0.0,0.0,0.0
